0.5333333333333333,000001.SZ,平安银行
0.5,000002.SZ,万科A
0.5666666666666667,000004.SZ,国华网安
0.5666666666666667,000005.SZ,ST星源
0.6666666666666666,000006.SZ,深振业A
0.5333333333333333,000007.SZ,*ST全新
0.5,000008.SZ,神州高铁
0.5333333333333333,000009.SZ,中国宝安
0.5333333333333333,000010.SZ,美丽生态
0.5,000011.SZ,深物业A
0.36666666666666664,000012.SZ,南玻A
0.4,000014.SZ,沙河股份
0.43333333333333335,000016.SZ,深康佳A
0.4,000017.SZ,深中华A
0.4666666666666667,000019.SZ,深粮控股
0.5,000020.SZ,深华发A
0.4666666666666667,000021.SZ,深科技
0.43333333333333335,000023.SZ,ST深天
0.4,000025.SZ,特力A
0.6,000026.SZ,飞亚达
0.5333333333333333,000027.SZ,深圳能源
0.4666666666666667,000028.SZ,国药一致
0.7333333333333333,000029.SZ,深深房A
0.36666666666666664,000030.SZ,富奥股份
0.4666666666666667,000031.SZ,大悦城
0.3333333333333333,000032.SZ,深桑达A
0.4,000034.SZ,神州数码
0.6333333333333333,000035.SZ,中国天楹
0.4666666666666667,000036.SZ,华联控股
0.5333333333333333,000037.SZ,深南电A
0.6,000038.SZ,大通退
0.5333333333333333,000039.SZ,中集集团
0.5333333333333333,000040.SZ,东旭蓝天
0.5666666666666667,000042.SZ,中洲控股
0.5,000045.SZ,深纺织A
0.4,000046.SZ,*ST泛海
0.6666666666666666,000048.SZ,京基智农
0.4666666666666667,000049.SZ,德赛电池
0.43333333333333335,000050.SZ,深天马A
0.4666666666666667,000055.SZ,方大集团
0.4666666666666667,000056.SZ,皇庭国际
0.36666666666666664,000058.SZ,深赛格
0.4666666666666667,000059.SZ,华锦股份
0.5333333333333333,000060.SZ,中金岭南
0.5,000061.SZ,农产品
0.4666666666666667,000062.SZ,深圳华强
0.5333333333333333,000063.SZ,中兴通讯
0.5333333333333333,000065.SZ,北方国际
0.43333333333333335,000066.SZ,中国长城
0.43333333333333335,000068.SZ,华控赛格
0.7,000069.SZ,华侨城A
0.43333333333333335,000070.SZ,特发信息
0.43333333333333335,000078.SZ,海王生物
0.43333333333333335,000088.SZ,盐田港
0.6,000089.SZ,深圳机场
0.4666666666666667,000090.SZ,天健集团
0.5666666666666667,000096.SZ,广聚能源
0.4666666666666667,000099.SZ,中信海直
0.6,000100.SZ,TCL科技
0.5666666666666667,000151.SZ,中成股份
0.6666666666666666,000153.SZ,丰原药业
0.5,000155.SZ,川能动力
0.5,000156.SZ,华数传媒
0.5666666666666667,000157.SZ,中联重科
0.6,000158.SZ,常山北明
0.43333333333333335,000159.SZ,国际实业
0.5,000166.SZ,申万宏源
0.6,000301.SZ,东方盛虹
0.5333333333333333,000333.SZ,美的集团
0.4666666666666667,000338.SZ,潍柴动力
0.43333333333333335,000400.SZ,许继电气
0.43333333333333335,000401.SZ,冀东水泥
0.5666666666666667,000402.SZ,金融街
0.5333333333333333,000403.SZ,派林生物
0.4666666666666667,000404.SZ,长虹华意
0.3333333333333333,000407.SZ,胜利股份
0.4666666666666667,000408.SZ,藏格矿业
0.3,000409.SZ,云鼎科技
0.5,000410.SZ,沈阳机床
0.43333333333333335,000411.SZ,英特集团
0.5333333333333333,000413.SZ,东旭光电
0.6,000415.SZ,渤海租赁
0.36666666666666664,000416.SZ,*ST民控
0.5,000417.SZ,合肥百货
0.5333333333333333,000419.SZ,通程控股
0.4666666666666667,000420.SZ,吉林化纤
0.4,000421.SZ,南京公用
0.7,000422.SZ,湖北宜化
0.5666666666666667,000423.SZ,东阿阿胶
0.43333333333333335,000425.SZ,徐工机械
0.4666666666666667,000426.SZ,兴业银锡
0.5333333333333333,000428.SZ,华天酒店
0.6,000429.SZ,粤高速A
0.5666666666666667,000430.SZ,张家界
0.4666666666666667,000488.SZ,晨鸣纸业
0.5333333333333333,000498.SZ,山东路桥
0.5,000501.SZ,武商集团
0.5,000503.SZ,国新健康
0.5,000504.SZ,南华生物
0.5666666666666667,000505.SZ,京粮控股
0.43333333333333335,000506.SZ,中润资源
0.5,000507.SZ,珠海港
0.5666666666666667,000509.SZ,华塑控股
0.43333333333333335,000510.SZ,新金路
0.5333333333333333,000513.SZ,丽珠集团
0.36666666666666664,000514.SZ,渝开发
0.5333333333333333,000516.SZ,国际医学
0.6333333333333333,000517.SZ,荣安地产
0.26666666666666666,000518.SZ,四环生物
0.5,000519.SZ,中兵红箭
0.36666666666666664,000520.SZ,长航凤凰
