ts_code,trade_time,open,close,high,low,vol,amount,trade_date,pre_close
002594.SZ,2023-07-12 14:20:00,265.78,265.77,265.8,265.76,13300.0,3534871.0,20230712,265.78
002594.SZ,2023-07-12 14:19:00,265.78,265.78,265.8,265.75,13200.0,3508181.0,20230712,265.78
002594.SZ,2023-07-12 14:18:00,265.8,265.78,265.8,265.76,11200.0,2976746.0,20230712,265.79
002594.SZ,2023-07-12 14:17:00,265.88,265.79,265.88,265.79,15400.0,4093675.0,20230712,265.88
002594.SZ,2023-07-12 14:16:00,265.92,265.88,265.92,265.88,17700.0,4706513.0,20230712,265.93
002594.SZ,2023-07-12 14:15:00,265.95,265.93,265.98,265.93,14000.0,3723299.0,20230712,265.94
002594.SZ,2023-07-12 14:14:00,265.95,265.94,265.96,265.94,16800.0,4468002.0,20230712,265.95
002594.SZ,2023-07-12 14:13:00,265.99,265.95,265.99,265.93,8501.0,2260978.93,20230712,265.98
002594.SZ,2023-07-12 14:12:00,265.92,265.98,266.0,265.92,9000.0,2393891.0,20230712,265.99
002594.SZ,2023-07-12 14:11:00,266.0,265.99,266.0,265.9,17700.0,4707617.0,20230712,266.0
002594.SZ,2023-07-12 14:10:00,266.03,266.0,266.16,265.89,33200.0,8831404.0,20230712,266.06
002594.SZ,2023-07-12 14:09:00,265.98,266.06,266.06,265.96,30700.0,8165609.0,20230712,265.94
002594.SZ,2023-07-12 14:08:00,265.79,265.94,265.96,265.79,17600.0,4679648.0,20230712,265.79
002594.SZ,2023-07-12 14:07:00,265.65,265.79,265.79,265.65,15200.0,4038640.0,20230712,265.65
002594.SZ,2023-07-12 14:06:00,265.55,265.65,265.78,265.53,44388.0,11789285.02,20230712,265.52
002594.SZ,2023-07-12 14:05:00,265.5,265.52,265.52,265.49,19900.0,5283518.0,20230712,265.49
002594.SZ,2023-07-12 14:04:00,265.46,265.49,265.5,265.46,8200.0,2176991.0,20230712,265.5
002594.SZ,2023-07-12 14:03:00,265.49,265.5,265.52,265.45,14900.0,3955685.0,20230712,265.49
002594.SZ,2023-07-12 14:02:00,265.59,265.49,265.59,265.49,32600.0,8656114.0,20230712,265.59
002594.SZ,2023-07-12 14:01:00,265.56,265.59,265.59,265.56,14700.0,3903932.7,20230712,265.58
002594.SZ,2023-07-12 14:00:00,265.58,265.58,265.58,265.55,23600.0,6267222.0,20230712,265.59
002594.SZ,2023-07-12 13:59:00,265.59,265.59,265.6,265.55,17400.0,4621277.0,20230712,265.59
002594.SZ,2023-07-12 13:58:00,265.59,265.59,265.59,265.57,19700.0,5231810.0,20230712,265.6
002594.SZ,2023-07-12 13:57:00,265.6,265.6,265.6,265.52,17200.0,4568029.0,20230712,265.56
002594.SZ,2023-07-12 13:56:00,265.67,265.56,265.68,265.56,15300.0,4064168.0,20230712,265.67
002594.SZ,2023-07-12 13:55:00,265.7,265.67,265.71,265.6,18000.0,4781961.0,20230712,265.69
002594.SZ,2023-07-12 13:54:00,265.62,265.69,265.69,265.61,24900.0,6614102.0,20230712,265.56
002594.SZ,2023-07-12 13:53:00,265.46,265.56,265.6,265.46,37200.0,9876776.0,20230712,265.55
002594.SZ,2023-07-12 13:52:00,265.36,265.55,265.55,265.36,16200.0,4300404.0,20230712,265.34
002594.SZ,2023-07-12 13:51:00,265.25,265.34,265.34,265.22,28600.0,7586377.0,20230712,265.25
002594.SZ,2023-07-12 13:50:00,265.26,265.25,265.26,265.19,37000.0,9812894.0,20230712,265.21
002594.SZ,2023-07-12 13:49:00,265.05,265.21,265.26,265.05,39185.0,10389663.25,20230712,265.03
002594.SZ,2023-07-12 13:48:00,264.8,265.03,265.03,264.8,40000.0,10596709.0,20230712,264.8
002594.SZ,2023-07-12 13:47:00,264.99,264.8,264.99,264.71,53000.0,14036494.0,20230712,265.0
002594.SZ,2023-07-12 13:46:00,265.01,265.0,265.02,265.0,60900.0,16138891.0,20230712,265.0
002594.SZ,2023-07-12 13:45:00,265.03,265.0,265.04,265.0,212600.0,56340495.0,20230712,265.02
002594.SZ,2023-07-12 13:44:00,265.14,265.02,265.14,265.0,118100.0,31301947.0,20230712,265.13
002594.SZ,2023-07-12 13:43:00,265.79,265.13,265.8,265.13,152900.0,40605193.0,20230712,265.79
002594.SZ,2023-07-12 13:42:00,265.76,265.79,265.79,265.76,27700.0,7361922.0,20230712,265.76
002594.SZ,2023-07-12 13:41:00,265.61,265.76,265.76,265.61,61000.0,16208031.0,20230712,265.66
002594.SZ,2023-07-12 13:40:00,265.9,265.66,265.9,265.6,50700.0,13474231.0,20230712,265.88
002594.SZ,2023-07-12 13:39:00,266.05,265.88,266.05,265.88,139300.0,37053171.0,20230712,266.04
002594.SZ,2023-07-12 13:38:00,266.07,266.04,266.07,266.01,33300.0,8859080.0,20230712,266.07
002594.SZ,2023-07-12 13:37:00,266.2,266.07,266.2,266.07,35500.0,9447470.0,20230712,266.19
002594.SZ,2023-07-12 13:36:00,266.22,266.19,266.22,266.16,30000.0,7985809.0,20230712,266.2
002594.SZ,2023-07-12 13:35:00,266.28,266.2,266.28,266.19,23200.0,6176002.0,20230712,266.27
002594.SZ,2023-07-12 13:34:00,266.34,266.27,266.37,266.27,41400.0,11025858.0,20230712,266.33
002594.SZ,2023-07-12 13:33:00,266.32,266.33,266.34,266.31,20000.0,5326375.0,20230712,266.31
002594.SZ,2023-07-12 13:32:00,266.33,266.31,266.41,266.2,49100.0,13074550.0,20230712,266.38
002594.SZ,2023-07-12 13:31:00,266.71,266.38,266.71,266.38,83400.0,22230439.0,20230712,266.7
002594.SZ,2023-07-12 13:30:00,266.76,266.7,266.8,266.67,54300.0,14482305.0,20230712,266.77
002594.SZ,2023-07-12 13:29:00,266.61,266.77,266.77,266.61,34900.0,9306949.0,20230712,266.61
002594.SZ,2023-07-12 13:28:00,266.65,266.61,266.65,266.58,34200.0,9117857.0,20230712,266.63
002594.SZ,2023-07-12 13:27:00,266.68,266.63,266.72,266.6,50700.0,13519157.0,20230712,266.71
002594.SZ,2023-07-12 13:26:00,266.81,266.71,266.81,266.68,29500.0,7869580.0,20230712,266.8
002594.SZ,2023-07-12 13:25:00,267.12,266.8,267.12,266.8,46000.0,12279875.0,20230712,267.12
002594.SZ,2023-07-12 13:24:00,267.18,267.12,267.2,267.12,39700.0,10606794.0,20230712,267.17
002594.SZ,2023-07-12 13:23:00,267.07,267.17,267.18,267.07,36300.0,9696164.0,20230712,267.02
002594.SZ,2023-07-12 13:22:00,267.07,267.02,267.07,266.98,123200.0,32895530.0,20230712,267.08
002594.SZ,2023-07-12 13:21:00,267.28,267.08,267.28,267.03,25100.0,6705706.0,20230712,267.28
002594.SZ,2023-07-12 13:20:00,267.4,267.28,267.41,267.28,22400.0,5989116.0,20230712,267.4
002594.SZ,2023-07-12 13:19:00,267.56,267.4,267.57,267.38,29700.0,7945486.0,20230712,267.57
002594.SZ,2023-07-12 13:18:00,267.54,267.57,267.57,267.54,26400.0,7063366.0,20230712,267.64
002594.SZ,2023-07-12 13:17:00,267.71,267.64,267.74,267.4,85500.0,22874449.0,20230712,267.7
002594.SZ,2023-07-12 13:16:00,267.7,267.7,267.7,267.6,27055.0,7241686.1,20230712,267.75
002594.SZ,2023-07-12 13:15:00,267.87,267.75,267.87,267.67,20300.0,5435811.0,20230712,267.79
002594.SZ,2023-07-12 13:14:00,267.66,267.79,267.87,267.66,12300.0,3293268.0,20230712,267.7
002594.SZ,2023-07-12 13:13:00,267.68,267.7,267.7,267.67,11200.0,2997983.0,20230712,267.68
002594.SZ,2023-07-12 13:12:00,267.68,267.68,267.72,267.66,10000.0,2676791.0,20230712,267.66
002594.SZ,2023-07-12 13:11:00,267.74,267.66,267.74,267.61,17000.0,4550230.0,20230712,267.74
002594.SZ,2023-07-12 13:10:00,267.9,267.74,267.98,267.66,15800.0,4231964.0,20230712,267.88
002594.SZ,2023-07-12 13:09:00,267.79,267.88,267.89,267.67,16000.0,4284522.0,20230712,267.71
002594.SZ,2023-07-12 13:08:00,267.6,267.71,267.71,267.59,14210.0,3802986.5,20230712,267.57
002594.SZ,2023-07-12 13:07:00,267.59,267.57,267.64,267.56,16000.0,4281456.0,20230712,267.64
002594.SZ,2023-07-12 13:06:00,267.63,267.64,267.64,267.57,13600.0,3639334.0,20230712,267.62
002594.SZ,2023-07-12 13:05:00,267.66,267.62,267.66,267.62,7900.0,2114423.0,20230712,267.66
002594.SZ,2023-07-12 13:04:00,267.58,267.66,267.72,267.53,21700.0,5807351.0,20230712,267.57
002594.SZ,2023-07-12 13:03:00,267.72,267.57,267.72,267.57,20500.0,5486165.0,20230712,267.65
002594.SZ,2023-07-12 13:02:00,267.68,267.65,267.72,267.65,17200.0,4603792.0,20230712,267.68
002594.SZ,2023-07-12 13:01:00,267.92,267.68,267.92,267.68,42001.0,11250744.84,20230712,268.19
002594.SZ,2023-07-12 11:30:00,268.2,268.19,268.2,268.0,8400.0,2252126.0,20230712,268.2
002594.SZ,2023-07-12 11:29:00,268.4,268.2,268.47,268.0,11400.0,3057784.0,20230712,268.08
002594.SZ,2023-07-12 11:28:00,267.75,268.08,268.08,267.74,46900.0,12558863.0,20230712,267.75
002594.SZ,2023-07-12 11:27:00,267.72,267.75,267.75,267.72,31000.0,8300097.0,20230712,267.72
002594.SZ,2023-07-12 11:26:00,267.71,267.72,267.75,267.71,14213.0,3805306.23,20230712,267.71
002594.SZ,2023-07-12 11:25:00,267.88,267.71,267.88,267.7,21900.0,5863061.0,20230712,267.88
002594.SZ,2023-07-12 11:24:00,267.97,267.88,267.97,267.73,22200.0,5945501.0,20230712,267.97
002594.SZ,2023-07-12 11:23:00,267.71,267.97,267.99,267.71,15200.0,4070664.0,20230712,267.71
002594.SZ,2023-07-12 11:22:00,267.6,267.71,267.71,267.59,9300.0,2489098.0,20230712,267.6
002594.SZ,2023-07-12 11:21:00,267.58,267.6,267.6,267.56,22400.0,5993818.0,20230712,267.6
002594.SZ,2023-07-12 11:20:00,267.6,267.6,267.68,267.58,20200.0,5405522.0,20230712,267.57
002594.SZ,2023-07-12 11:19:00,267.71,267.57,267.71,267.57,28500.0,7627868.0,20230712,267.7
002594.SZ,2023-07-12 11:18:00,267.74,267.7,267.79,267.68,25400.0,6800070.0,20230712,267.7
002594.SZ,2023-07-12 11:17:00,267.78,267.7,267.79,267.7,21200.0,5676549.0,20230712,267.78
002594.SZ,2023-07-12 11:16:00,267.81,267.78,267.83,267.77,29600.0,7926793.0,20230712,267.8
002594.SZ,2023-07-12 11:15:00,268.25,267.8,268.25,267.78,38200.0,10232271.0,20230712,267.85
002594.SZ,2023-07-12 11:14:00,268.03,267.85,268.06,267.8,71600.0,19183888.0,20230712,268.08
002594.SZ,2023-07-12 11:13:00,268.21,268.08,268.21,268.02,11800.0,3163679.0,20230712,268.12
002594.SZ,2023-07-12 11:12:00,268.34,268.12,268.44,268.09,11800.0,3165335.0,20230712,268.34
002594.SZ,2023-07-12 11:11:00,268.5,268.34,268.5,268.11,19100.0,5125369.0,20230712,268.51
002594.SZ,2023-07-12 11:10:00,268.75,268.51,268.75,268.51,6300.0,1692197.0,20230712,268.75
002594.SZ,2023-07-12 11:09:00,268.51,268.75,268.8,268.5,10600.0,2847061.0,20230712,268.51
002594.SZ,2023-07-12 11:08:00,268.51,268.51,268.61,268.5,13200.0,3544723.0,20230712,268.61
002594.SZ,2023-07-12 11:07:00,268.5,268.61,268.61,268.5,4900.0,1316073.0,20230712,268.61
002594.SZ,2023-07-12 11:06:00,268.8,268.61,268.8,268.5,9900.0,2659037.0,20230712,268.8
002594.SZ,2023-07-12 11:05:00,268.93,268.8,268.93,268.75,11500.0,3092222.0,20230712,268.98
002594.SZ,2023-07-12 11:04:00,268.98,268.98,269.0,268.98,19000.0,5110639.0,20230712,268.98
002594.SZ,2023-07-12 11:03:00,268.53,268.98,268.98,268.53,29000.0,7793277.0,20230712,268.64
002594.SZ,2023-07-12 11:02:00,268.66,268.64,268.66,268.5,5900.0,1584769.0,20230712,268.66
002594.SZ,2023-07-12 11:01:00,268.58,268.66,268.68,268.45,10600.0,2846766.0,20230712,268.68
002594.SZ,2023-07-12 11:00:00,268.6,268.68,268.75,268.6,12700.0,3412411.0,20230712,268.7
002594.SZ,2023-07-12 10:59:00,268.06,268.7,268.98,268.03,35300.0,9474512.0,20230712,268.06
002594.SZ,2023-07-12 10:58:00,268.29,268.06,268.29,268.06,6800.0,1823098.0,20230712,268.07
002594.SZ,2023-07-12 10:57:00,268.28,268.07,268.3,268.07,12800.0,3434123.0,20230712,268.28
002594.SZ,2023-07-12 10:56:00,268.0,268.28,268.3,267.91,33600.0,9009302.0,20230712,268.0
002594.SZ,2023-07-12 10:55:00,267.95,268.0,268.3,267.95,39000.0,10456928.0,20230712,267.95
002594.SZ,2023-07-12 10:54:00,267.92,267.95,267.95,267.9,28100.0,7528780.0,20230712,267.9
002594.SZ,2023-07-12 10:53:00,267.9,267.9,268.0,267.89,27200.0,7287344.0,20230712,267.95
002594.SZ,2023-07-12 10:52:00,268.12,267.95,268.28,267.89,67700.0,18147162.0,20230712,268.12
002594.SZ,2023-07-12 10:51:00,268.38,268.12,268.38,268.12,18500.0,4963059.0,20230712,268.4
002594.SZ,2023-07-12 10:50:00,268.38,268.4,268.4,268.37,6700.0,1798193.0,20230712,268.39
002594.SZ,2023-07-12 10:49:00,268.49,268.39,268.49,268.39,9900.0,2657560.0,20230712,268.49
002594.SZ,2023-07-12 10:48:00,268.4,268.49,268.49,268.37,9600.0,2576899.0,20230712,268.37
002594.SZ,2023-07-12 10:47:00,268.16,268.37,268.37,268.14,22100.0,5927260.0,20230712,268.15
002594.SZ,2023-07-12 10:46:00,268.31,268.15,268.31,268.14,19500.0,5230669.0,20230712,268.31
002594.SZ,2023-07-12 10:45:00,268.26,268.31,268.32,268.26,10500.0,2817195.0,20230712,268.26
002594.SZ,2023-07-12 10:44:00,268.15,268.26,268.26,268.15,18200.0,4881986.0,20230712,268.15
002594.SZ,2023-07-12 10:43:00,268.09,268.15,268.18,268.09,16700.0,4477632.0,20230712,268.1
002594.SZ,2023-07-12 10:42:00,268.01,268.1,268.11,268.0,35600.0,9541945.0,20230712,268.11
002594.SZ,2023-07-12 10:41:00,268.31,268.11,268.31,268.0,88700.0,23778801.0,20230712,268.32
002594.SZ,2023-07-12 10:40:00,268.6,268.32,268.6,268.3,54200.0,14551926.0,20230712,268.59
002594.SZ,2023-07-12 10:39:00,268.61,268.59,268.64,268.57,21400.0,5748170.0,20230712,268.65
002594.SZ,2023-07-12 10:38:00,268.66,268.65,268.72,268.6,15300.0,4110513.0,20230712,268.7
002594.SZ,2023-07-12 10:37:00,269.03,268.7,269.03,268.7,12300.0,3306927.0,20230712,269.03
002594.SZ,2023-07-12 10:36:00,269.0,269.03,269.1,268.99,13600.0,3658768.0,20230712,269.05
002594.SZ,2023-07-12 10:35:00,268.72,269.05,269.2,268.72,30600.0,8229940.0,20230712,268.67
002594.SZ,2023-07-12 10:34:00,268.59,268.67,268.7,268.59,30700.0,8247347.0,20230712,268.59
002594.SZ,2023-07-12 10:33:00,268.72,268.59,268.73,268.59,20900.0,5615648.0,20230712,268.73
002594.SZ,2023-07-12 10:32:00,268.67,268.73,268.8,268.62,19400.0,5213450.0,20230712,268.71
002594.SZ,2023-07-12 10:31:00,269.1,268.71,269.1,268.7,22000.0,5917205.0,20230712,269.0
002594.SZ,2023-07-12 10:30:00,268.5,269.0,269.0,268.5,41663.0,11195419.5,20230712,268.6
002594.SZ,2023-07-12 10:29:00,268.61,268.6,268.62,268.5,44100.0,11844253.0,20230712,268.61
002594.SZ,2023-07-12 10:28:00,268.7,268.61,268.7,268.6,28000.0,7521960.0,20230712,268.7
002594.SZ,2023-07-12 10:27:00,268.96,268.7,268.98,268.7,63800.0,17158283.0,20230712,269.13
002594.SZ,2023-07-12 10:26:00,269.12,269.13,269.18,269.1,7200.0,1937877.0,20230712,269.18
002594.SZ,2023-07-12 10:25:00,269.3,269.18,269.32,269.18,11500.0,3096255.0,20230712,269.32
002594.SZ,2023-07-12 10:24:00,269.43,269.32,269.5,269.3,18700.0,5038140.0,20230712,269.48
002594.SZ,2023-07-12 10:23:00,269.39,269.48,269.5,269.36,24300.0,6547337.0,20230712,269.28
002594.SZ,2023-07-12 10:22:00,269.6,269.28,269.6,269.28,17900.0,4824138.0,20230712,269.59
002594.SZ,2023-07-12 10:21:00,269.4,269.59,269.65,269.21,15500.0,4176780.0,20230712,269.4
002594.SZ,2023-07-12 10:20:00,269.51,269.4,269.59,269.38,20300.0,5470674.0,20230712,269.51
002594.SZ,2023-07-12 10:19:00,269.21,269.51,269.51,269.2,30500.0,8214916.0,20230712,269.21
002594.SZ,2023-07-12 10:18:00,269.03,269.21,269.28,269.01,34500.0,9282267.7,20230712,269.03
002594.SZ,2023-07-12 10:17:00,269.15,269.03,269.22,269.03,13700.0,3687115.0,20230712,269.25
002594.SZ,2023-07-12 10:16:00,269.28,269.25,269.28,269.03,22800.0,6136064.0,20230712,269.2
002594.SZ,2023-07-12 10:15:00,269.47,269.2,269.47,269.2,21600.0,5816713.0,20230712,269.36
002594.SZ,2023-07-12 10:14:00,269.48,269.36,269.52,269.34,32900.0,8864132.0,20230712,269.48
002594.SZ,2023-07-12 10:13:00,269.49,269.48,269.49,269.33,10600.0,2856218.0,20230712,269.33
002594.SZ,2023-07-12 10:12:00,269.69,269.33,269.7,269.31,17200.0,4635785.0,20230712,269.69
002594.SZ,2023-07-12 10:11:00,269.03,269.69,269.69,269.0,38916.0,10476074.48,20230712,269.09
002594.SZ,2023-07-12 10:10:00,269.32,269.09,269.32,269.06,60300.0,16236588.0,20230712,269.35
002594.SZ,2023-07-12 10:09:00,269.26,269.35,269.38,269.23,21100.0,5681923.0,20230712,269.26
002594.SZ,2023-07-12 10:08:00,269.5,269.26,269.5,269.2,23800.0,6410805.0,20230712,269.64
002594.SZ,2023-07-12 10:07:00,269.58,269.64,269.7,269.58,26700.0,7198539.0,20230712,269.58
002594.SZ,2023-07-12 10:06:00,269.41,269.58,269.63,269.41,21700.0,5850834.0,20230712,269.6
002594.SZ,2023-07-12 10:05:00,269.12,269.6,269.6,269.05,27100.0,7296355.0,20230712,269.12
002594.SZ,2023-07-12 10:04:00,269.37,269.12,269.37,269.11,30400.0,8186449.0,20230712,269.3
002594.SZ,2023-07-12 10:03:00,269.15,269.3,269.46,269.13,24400.0,6572067.0,20230712,269.03
002594.SZ,2023-07-12 10:02:00,268.95,269.03,269.13,268.95,46500.0,12509438.0,20230712,268.98
002594.SZ,2023-07-12 10:01:00,268.99,268.98,268.99,268.88,47000.0,12640862.0,20230712,269.0
002594.SZ,2023-07-12 10:00:00,269.47,269.0,269.49,269.0,56500.0,15208181.0,20230712,269.48
002594.SZ,2023-07-12 09:59:00,269.32,269.48,269.48,269.3,11200.0,3016993.0,20230712,269.4
002594.SZ,2023-07-12 09:58:00,269.3,269.4,269.4,269.21,30100.0,8105558.0,20230712,269.3
002594.SZ,2023-07-12 09:57:00,269.58,269.3,269.58,269.23,16200.0,4364137.0,20230712,269.59
002594.SZ,2023-07-12 09:56:00,269.58,269.59,269.79,269.58,42900.0,11566613.0,20230712,269.57
002594.SZ,2023-07-12 09:55:00,269.8,269.57,269.8,269.41,27100.0,7305612.0,20230712,269.83
002594.SZ,2023-07-12 09:54:00,269.06,269.83,269.91,268.95,32000.0,8618202.0,20230712,268.95
002594.SZ,2023-07-12 09:53:00,269.18,268.95,269.3,268.66,137000.0,36852031.0,20230712,269.3
002594.SZ,2023-07-12 09:52:00,269.5,269.3,269.52,269.2,80500.0,21677377.0,20230712,269.42
002594.SZ,2023-07-12 09:51:00,270.38,269.42,270.38,269.38,77800.0,20982199.0,20230712,270.41
002594.SZ,2023-07-12 09:50:00,270.39,270.41,270.52,270.2,74900.0,20253686.0,20230712,270.2
002594.SZ,2023-07-12 09:49:00,270.75,270.2,270.75,270.12,34700.0,9385759.0,20230712,270.75
002594.SZ,2023-07-12 09:48:00,271.0,270.75,271.15,270.7,114100.0,30916521.0,20230712,271.0
002594.SZ,2023-07-12 09:47:00,270.85,271.0,271.0,270.69,80100.0,21699467.0,20230712,270.85
002594.SZ,2023-07-12 09:46:00,270.75,270.85,270.9,270.7,75700.0,20502164.0,20230712,270.69
002594.SZ,2023-07-12 09:45:00,270.0,270.69,270.69,270.0,54605.0,14761400.5,20230712,269.9
002594.SZ,2023-07-12 09:44:00,269.98,269.9,270.0,269.81,41584.0,11225960.8,20230712,269.95
002594.SZ,2023-07-12 09:43:00,269.86,269.95,270.24,269.83,98016.0,26467241.2,20230712,269.67
002594.SZ,2023-07-12 09:42:00,268.94,269.67,269.67,268.94,81800.0,22017547.0,20230712,269.01
002594.SZ,2023-07-12 09:41:00,269.5,269.01,269.5,269.01,41500.0,11178653.0,20230712,269.56
002594.SZ,2023-07-12 09:40:00,269.96,269.56,270.0,269.56,106870.0,28838935.3,20230712,269.94
002594.SZ,2023-07-12 09:39:00,269.6,269.94,269.94,269.6,47430.0,12790668.7,20230712,269.6
002594.SZ,2023-07-12 09:38:00,269.75,269.6,269.75,269.31,69870.0,18837908.4,20230712,269.79
002594.SZ,2023-07-12 09:37:00,269.91,269.79,269.91,269.3,47373.0,12769830.74,20230712,269.81
002594.SZ,2023-07-12 09:36:00,270.0,269.81,270.0,269.81,61600.0,16627052.0,20230712,270.0
002594.SZ,2023-07-12 09:35:00,270.41,270.0,270.46,269.89,60800.0,16429386.0,20230712,270.45
002594.SZ,2023-07-12 09:34:00,269.82,270.45,270.45,269.5,87113.0,23497232.45,20230712,269.6
002594.SZ,2023-07-12 09:33:00,269.16,269.6,269.87,269.16,60400.0,16275484.0,20230712,269.0
002594.SZ,2023-07-12 09:32:00,269.34,269.0,269.35,268.8,109500.0,29467022.0,20230712,269.35
002594.SZ,2023-07-12 09:31:00,270.6,269.35,270.76,269.31,164100.0,44326410.0,20230712,270.64
002594.SZ,2023-07-12 09:30:00,270.5,270.64,270.98,270.3,87100.0,23564698.0,20230712,269.33
002594.SZ,2023-07-11 15:00:00,269.33,269.33,269.33,269.33,182500.0,49152725.0,20230711,269.2
002594.SZ,2023-07-11 14:59:00,269.2,269.2,269.2,269.2,0.0,0.0,20230711,269.2
002594.SZ,2023-07-11 14:58:00,269.2,269.2,269.2,269.2,0.0,0.0,20230711,269.2
002594.SZ,2023-07-11 14:57:00,269.18,269.2,269.22,269.18,64400.0,17336098.24,20230711,269.18
002594.SZ,2023-07-11 14:56:00,269.2,269.18,269.22,269.18,44000.0,11844900.0,20230711,269.2
002594.SZ,2023-07-11 14:55:00,269.22,269.2,269.23,269.2,48500.0,13056966.0,20230711,269.23
002594.SZ,2023-07-11 14:54:00,269.23,269.23,269.24,269.21,60500.0,16288291.0,20230711,269.22
002594.SZ,2023-07-11 14:53:00,269.2,269.22,269.27,269.2,28100.0,7565422.0,20230711,269.27
002594.SZ,2023-07-11 14:52:00,269.18,269.27,269.27,269.14,43999.0,11844190.85,20230711,269.19
002594.SZ,2023-07-11 14:51:00,269.1,269.19,269.19,269.1,35100.0,9446659.0,20230711,269.15
002594.SZ,2023-07-11 14:50:00,269.2,269.15,269.2,269.1,27300.0,7347999.0,20230711,269.21
002594.SZ,2023-07-11 14:49:00,269.26,269.21,269.27,269.21,26700.0,7188491.0,20230711,269.25
